order_item_id,order_id,customer_id,product_id,order_date,order_month,order_dayofweek,payment_method,order_status,gender,age,city,signup_date,product_name,category,price,quantity,unit_price,line_total,order_match,product_match,customer_match,merge_valid
154,66,95.0,79,2025-11-17,2025-11,Monday,kakao_pay,cancelled,M,49.0,인천,2023-10-20,스포츠 상품 079,스포츠,153000.0,4.0,153000.0,612000.0,True,True,True,True
155,66,95.0,44,2025-11-17,2025-11,Monday,kakao_pay,cancelled,M,49.0,인천,2023-10-20,스포츠 상품 044,생활용품,29000.0,2.0,29000.0,58000.0,True,True,True,True
156,67,148.0,4,2026-03-20,2026-03,Friday,kakao_pay,cancelled,F,56.0,서울,2026-04-10,패션 상품 004,패션,33000.0,4.0,33000.0,132000.0,True,True,True,True
157,67,148.0,83,2026-03-20,2026-03,Friday,kakao_pay,cancelled,F,56.0,서울,2026-04-10,도서 상품 083,도서,74000.0,2.0,74000.0,148000.0,True,True,True,True
158,67,148.0,61,2026-03-20,2026-03,Friday,kakao_pay,cancelled,F,56.0,서울,2026-04-10,패션 상품 061,패션,28000.0,3.0,28000.0,84000.0,True,True,True,True
159,67,148.0,12,2026-03-20,2026-03,Friday,kakao_pay,cancelled,F,56.0,서울,2026-04-10,스포츠 상품 012,스포츠,91000.0,2.0,91000.0,182000.0,True,True,True,True
160,68,138.0,75,2026-04-01,2026-04,Wednesday,bank_transfer,completed,F,58.0,서울,2023-12-02,스포츠 상품 075,스포츠,183000.0,2.0,183000.0,366000.0,True,True,True,True
161,69,120.0,1,2026-08-02,2026-08,Sunday,kakao_pay,cancelled,F,41.0,부산,2024-04-15,도서 상품 001,도서,61000.0,2.0,61000.0,122000.0,True,True,True,True
162,69,120.0,17,2026-08-02,2026-08,Sunday,kakao_pay,cancelled,F,41.0,부산,2024-04-15,생활용품 상품 017,생활용품,76000.0,2.0,76000.0,152000.0,True,True,True,True
163,70,34.0,88,2025-12-31,2025-12,Wednesday,bank_transfer,completed,M,54.0,광주,2026-06-09,식품 상품 088,식품,176000.0,4.0,176000.0,704000.0,True,True,True,True
164,71,112.0,53,2026-08-05,2026-08,Wednesday,kakao_pay,completed,F,40.0,인천,2023-08-13,전자기기 상품 053,전자기기,105000.0,2.0,105000.0,210000.0,True,True,True,True
165,71,112.0,21,2026-08-05,2026-08,Wednesday,kakao_pay,completed,F,40.0,인천,2023-08-13,스포츠 상품 021,스포츠,11000.0,4.0,11000.0,44000.0,True,True,True,True
166,71,112.0,82,2026-08-05,2026-08,Wednesday,kakao_pay,completed,F,40.0,인천,2023-08-13,패션 상품 082,패션,170000.0,4.0,170000.0,680000.0,True,True,True,True
167,72,125.0,92,,,,kakao_pay,completed,F,28.0,부산,2023-10-19,식품 상품 092,식품,74000.0,3.0,74000.0,222000.0,True,True,True,True
168,72,125.0,74,,,,kakao_pay,completed,F,28.0,부산,2023-10-19,전자기기 상품 074,전자기기,129000.0,5.0,129000.0,645000.0,True,True,True,True
169,73,30.0,27,2025-12-20,2025-12,Saturday,naver_pay,cancelled,M,63.0,울산,2026-07-15,뷰티 상품 027,전자 기기,21000.0,3.0,21000.0,63000.0,True,True,True,True
170,73,30.0,52,2025-12-20,2025-12,Saturday,naver_pay,cancelled,M,63.0,울산,2026-07-15,생활용품 상품 052,생활용품,88000.0,4.0,88000.0,352000.0,True,True,True,True
171,73,30.0,91,2025-12-20,2025-12,Saturday,naver_pay,cancelled,M,63.0,울산,2026-07-15,전자기기 상품 091,전자기기,125000.0,1.0,125000.0,125000.0,True,True,True,True
172,73,30.0,55,2025-12-20,2025-12,Saturday,naver_pay,cancelled,M,63.0,울산,2026-07-15,뷰티 상품 055,뷰티,52000.0,4.0,52000.0,208000.0,True,True,True,True
173,74,110.0,27,2026-04-12,2026-04,Sunday,card,refunded,F,45.0,성남,2025-04-05,뷰티 상품 027,전자 기기,21000.0,3.0,21000.0,63000.0,True,True,True,True
174,74,110.0,49,2026-04-12,2026-04,Sunday,card,refunded,F,45.0,성남,2025-04-05,식품 상품 049,식품,171000.0,3.0,171000.0,513000.0,True,True,True,True
175,74,110.0,2,2026-04-12,2026-04,Sunday,card,refunded,F,45.0,성남,2025-04-05,전자기기 상품 002,전자기기,154000.0,3.0,154000.0,462000.0,True,True,True,True
176,75,3.0,44,2026-04-08,2026-04,Wednesday,naver_pay,refunded,F,34.0,서울,2025-01-22,스포츠 상품 044,생활용품,29000.0,4.0,29000.0,116000.0,True,True,True,True
177,75,3.0,44,2026-04-08,2026-04,Wednesday,naver_pay,refunded,F,34.0,서울,2025-01-22,스포츠 상품 044,생활용품,29000.0,3.0,29000.0,87000.0,True,True,True,True
178,75,3.0,85,2026-04-08,2026-04,Wednesday,naver_pay,refunded,F,34.0,서울,2025-01-22,전자기기 상품 085,전자기기,38000.0,3.0,38000.0,114000.0,True,True,True,True
179,75,3.0,13,2026-04-08,2026-04,Wednesday,naver_pay,refunded,F,34.0,서울,2025-01-22,스포츠 상품 013,스포츠,18000.0,2.0,18000.0,36000.0,True,True,True,True
180,76,46.0,49,2026-02-25,2026-02,Wednesday,kakao_pay,completed,F,62.0,부산,2025-11-02,식품 상품 049,식품,171000.0,4.0,171000.0,684000.0,True,True,True,True
181,76,46.0,75,2026-02-25,2026-02,Wednesday,kakao_pay,completed,F,62.0,부산,2025-11-02,스포츠 상품 075,스포츠,183000.0,5.0,183000.0,915000.0,True,True,True,True
182,76,46.0,9,2026-02-25,2026-02,Wednesday,kakao_pay,completed,F,62.0,부산,2025-11-02,생활용품 상품 009,생활용품,75000.0,3.0,75000.0,225000.0,True,True,True,True
183,76,46.0,41,2026-02-25,2026-02,Wednesday,kakao_pay,completed,F,62.0,부산,2025-11-02,식품 상품 041,식품,119000.0,4.0,119000.0,476000.0,True,True,True,True
184,77,41.0,75,2026-08-29,2026-08,Saturday,card,cancelled,M,41.0,Unknown,2023-10-20,스포츠 상품 075,스포츠,183000.0,2.0,183000.0,366000.0,True,True,True,True
185,77,41.0,35,2026-08-29,2026-08,Saturday,card,cancelled,M,41.0,Unknown,2023-10-20,스포츠 상품 035,스포츠,53000.0,1.0,53000.0,53000.0,True,True,True,True
186,77,41.0,58,2026-08-29,2026-08,Saturday,card,cancelled,M,41.0,Unknown,2023-10-20,식품 상품 058,식품,55000.0,1.0,55000.0,55000.0,True,True,True,True
187,78,127.0,27,2026-07-22,2026-07,Wednesday,naver_pay,refunded,F,49.0,부산,2025-11-10,뷰티 상품 027,전자 기기,21000.0,1.0,21000.0,21000.0,True,True,True,True
188,79,99.0,14,2026-05-22,2026-05,Friday,kakao_pay,completed,F,51.0,인천,2024-06-22,식품 상품 014,식품,17000.0,5.0,17000.0,85000.0,True,True,True,True
189,79,99.0,67,2026-05-22,2026-05,Friday,kakao_pay,completed,F,51.0,인천,2024-06-22,도서 상품 067,도서,145000.0,4.0,145000.0,580000.0,True,True,True,True
190,79,99.0,14,2026-05-22,2026-05,Friday,kakao_pay,completed,F,51.0,인천,2024-06-22,식품 상품 014,식품,17000.0,5.0,17000.0,85000.0,True,True,True,True
191,79,99.0,7,2026-05-22,2026-05,Friday,kakao_pay,completed,F,51.0,인천,2024-06-22,전자기기 상품 007,전자기기,161000.0,3.0,161000.0,483000.0,True,True,True,True
192,80,9.0,60,2026-01-15,2026-01,Thursday,bank_transfer,cancelled,M,65.0,울산,2025-01-13,뷰티 상품 060,뷰티,26000.0,4.0,26000.0,104000.0,True,True,True,True
193,80,9.0,74,2026-01-15,2026-01,Thursday,bank_transfer,cancelled,M,65.0,울산,2025-01-13,전자기기 상품 074,전자기기,129000.0,1.0,129000.0,129000.0,True,True,True,True
194,80,9.0,22,2026-01-15,2026-01,Thursday,bank_transfer,cancelled,M,65.0,울산,2025-01-13,식품 상품 022,식품,181000.0,1.0,181000.0,181000.0,True,True,True,True
195,80,9.0,41,2026-01-15,2026-01,Thursday,bank_transfer,cancelled,M,65.0,울산,2025-01-13,식품 상품 041,식품,119000.0,5.0,119000.0,595000.0,True,True,True,True
196,81,78.0,44,2025-11-17,2025-11,Monday,naver_pay,cancelled,M,47.0,부산,2025-09-08,스포츠 상품 044,생활용품,29000.0,1.0,29000.0,29000.0,True,True,True,True
197,81,78.0,64,2025-11-17,2025-11,Monday,naver_pay,cancelled,M,47.0,부산,2025-09-08,뷰티 상품 064,뷰티,149000.0,1.0,149000.0,149000.0,True,True,True,True
198,81,78.0,21,2025-11-17,2025-11,Monday,naver_pay,cancelled,M,47.0,부산,2025-09-08,스포츠 상품 021,스포츠,11000.0,4.0,11000.0,44000.0,True,True,True,True
199,81,78.0,15,2025-11-17,2025-11,Monday,naver_pay,cancelled,M,47.0,부산,2025-09-08,패션 상품 015,패션,75000.0,3.0,75000.0,225000.0,True,True,True,True
200,82,51.0,76,2026-01-22,2026-01,Thursday,bank_transfer,completed,M,25.0,부산,2025-07-05,스포츠 상품 076,스포츠,56000.0,2.0,56000.0,112000.0,True,True,True,True
201,82,51.0,29,2026-01-22,2026-01,Thursday,bank_transfer,completed,M,25.0,부산,2025-07-05,생활용품 상품 029,생활용품,31000.0,4.0,31000.0,124000.0,True,True,True,True
202,82,51.0,41,2026-01-22,2026-01,Thursday,bank_transfer,completed,M,25.0,부산,2025-07-05,식품 상품 041,식품,119000.0,3.0,119000.0,357000.0,True,True,True,True
203,82,51.0,94,2026-01-22,2026-01,Thursday,bank_transfer,completed,M,25.0,부산,2025-07-05,패션 상품 094,패션,85000.0,3.0,85000.0,255000.0,True,True,True,True
204,83,95.0,84,2025-07-29,2025-07,Tuesday,card,cancelled,M,49.0,인천,2023-10-20,식품 상품 084,식품,42000.0,1.0,42000.0,42000.0,True,True,True,True
206,84,69.0,92,2025-07-04,2025-07,Friday,kakao_pay,cancelled,M,59.0,성남,2025-06-06,식품 상품 092,식품,74000.0,5.0,74000.0,370000.0,True,True,True,True
207,84,69.0,80,2025-07-04,2025-07,Friday,kakao_pay,cancelled,M,59.0,성남,2025-06-06,패션 상품 080,패션,187000.0,4.0,187000.0,748000.0,True,True,True,True
208,85,120.0,58,2026-01-13,2026-01,Tuesday,kakao_pay,completed,F,41.0,부산,2024-04-15,식품 상품 058,식품,55000.0,2.0,55000.0,110000.0,True,True,True,True
209,85,120.0,32,2026-01-13,2026-01,Tuesday,kakao_pay,completed,F,41.0,부산,2024-04-15,식품 상품 032,식품,140000.0,4.0,140000.0,560000.0,True,True,True,True
210,85,120.0,97,2026-01-13,2026-01,Tuesday,kakao_pay,completed,F,41.0,부산,2024-04-15,패션 상품 097,패션,187000.0,3.0,187000.0,561000.0,True,True,True,True
211,85,120.0,87,2026-01-13,2026-01,Tuesday,kakao_pay,completed,F,41.0,부산,2024-04-15,패션 상품 087,패션,93000.0,2.0,93000.0,186000.0,True,True,True,True
212,86,14.0,19,2025-10-04,2025-10,Saturday,bank_transfer,completed,F,45.0,대구,2024-01-22,도서 상품 019,도서,127000.0,3.0,127000.0,381000.0,True,True,True,True
213,86,14.0,83,2025-10-04,2025-10,Saturday,bank_transfer,completed,F,45.0,대구,2024-01-22,도서 상품 083,도서,74000.0,2.0,74000.0,148000.0,True,True,True,True
214,86,14.0,95,2025-10-04,2025-10,Saturday,bank_transfer,completed,F,45.0,대구,2024-01-22,,,,1.0,82000.0,82000.0,True,False,True,False
215,87,17.0,40,2026-05-13,2026-05,Wednesday,naver_pay,completed,M,58.0,광주,2023-07-30,도서 상품 040,도서,182000.0,4.0,182000.0,728000.0,True,True,True,True
216,87,17.0,78,2026-05-13,2026-05,Wednesday,naver_pay,completed,M,58.0,광주,2023-07-30,스포츠 상품 078,뷰 티,54000.0,4.0,54000.0,216000.0,True,True,True,True
217,87,17.0,2,2026-05-13,2026-05,Wednesday,naver_pay,completed,M,58.0,광주,2023-07-30,전자기기 상품 002,전자기기,154000.0,3.0,154000.0,462000.0,True,True,True,True
218,88,9.0,59,2025-11-13,2025-11,Thursday,kakao_pay,completed,M,65.0,울산,2025-01-13,스포츠 상품 059,스포츠,5000.0,2.0,5000.0,10000.0,True,True,True,True
219,89,15.0,93,2025-11-12,2025-11,Wednesday,kakao_pay,completed,M,61.0,광주,2025-05-18,식품 상품 093,식품,121000.0,2.0,121000.0,242000.0,True,True,True,True
220,89,15.0,98,2025-11-12,2025-11,Wednesday,kakao_pay,completed,M,61.0,광주,2025-05-18,패션 상품 098,패션,32000.0,4.0,32000.0,128000.0,True,True,True,True
221,89,15.0,5,2025-11-12,2025-11,Wednesday,kakao_pay,completed,M,61.0,광주,2025-05-18,스포츠 상품 005,스포츠,73000.0,4.0,73000.0,292000.0,True,True,True,True
222,90,5.0,30,2026-07-27,2026-07,Monday,card,completed,M,26.0,광주,2024-02-10,도서 상품 030,도서,149000.0,4.0,149000.0,596000.0,True,True,True,True
223,90,5.0,72,2026-07-27,2026-07,Monday,card,completed,M,26.0,광주,2024-02-10,식품 상품 072,식품,195000.0,4.0,195000.0,780000.0,True,True,True,True
224,90,5.0,78,2026-07-27,2026-07,Monday,card,completed,M,26.0,광주,2024-02-10,스포츠 상품 078,뷰 티,54000.0,1.0,54000.0,54000.0,True,True,True,True
225,91,115.0,63,2025-12-05,2025-12,Friday,kakao_pay,refunded,F,47.0,수원,2025-12-24,스포츠 상품 063,스포츠,141000.0,3.0,141000.0,423000.0,True,True,True,True
226,91,115.0,30,2025-12-05,2025-12,Friday,kakao_pay,refunded,F,47.0,수원,2025-12-24,도서 상품 030,도서,149000.0,1.0,149000.0,149000.0,True,True,True,True
227,91,115.0,97,2025-12-05,2025-12,Friday,kakao_pay,refunded,F,47.0,수원,2025-12-24,패션 상품 097,패션,187000.0,1.0,187000.0,187000.0,True,True,True,True
228,91,115.0,42,2025-12-05,2025-12,Friday,kakao_pay,refunded,F,47.0,수원,2025-12-24,뷰티 상품 042,뷰티,71000.0,5.0,71000.0,355000.0,True,True,True,True
229,92,93.0,13,2026-02-03,2026-02,Tuesday,kakao_pay,completed,M,18.0,울산,2025-01-26,스포츠 상품 013,스포츠,18000.0,4.0,18000.0,72000.0,True,True,True,True
230,92,93.0,87,2026-02-03,2026-02,Tuesday,kakao_pay,completed,M,18.0,울산,2025-01-26,패션 상품 087,패션,93000.0,4.0,93000.0,372000.0,True,True,True,True
231,93,79.0,74,2025-12-12,2025-12,Friday,card,refunded,F,55.0,부산,2024-09-28,전자기기 상품 074,전자기기,129000.0,5.0,129000.0,645000.0,True,True,True,True
232,93,79.0,65,2025-12-12,2025-12,Friday,card,refunded,F,55.0,부산,2024-09-28,식품 상품 065,식품,193000.0,4.0,193000.0,772000.0,True,True,True,True
233,94,3.0,12,2025-10-10,2025-10,Friday,kakao_pay,completed,F,34.0,서울,2025-01-22,스포츠 상품 012,스포츠,91000.0,2.0,91000.0,182000.0,True,True,True,True
234,94,3.0,82,2025-10-10,2025-10,Friday,kakao_pay,completed,F,34.0,서울,2025-01-22,패션 상품 082,패션,170000.0,5.0,170000.0,850000.0,True,True,True,True
235,94,3.0,58,2025-10-10,2025-10,Friday,kakao_pay,completed,F,34.0,서울,2025-01-22,식품 상품 058,식품,55000.0,3.0,55000.0,165000.0,True,True,True,True
236,95,100.0,89,2026-03-08,2026-03,Sunday,kakao_pay,completed,M,57.0,광주,2025-07-03,전자기기 상품 089,전자기기,178000.0,4.0,178000.0,712000.0,True,True,True,True
237,96,85.0,85,2026-06-21,2026-06,Sunday,card,completed,M,33.0,부산,2023-10-05,전자기기 상품 085,전자기기,38000.0,3.0,38000.0,114000.0,True,True,True,True
238,96,85.0,35,2026-06-21,2026-06,Sunday,card,completed,M,33.0,부산,2023-10-05,스포츠 상품 035,스포츠,53000.0,1.0,53000.0,53000.0,True,True,True,True
239,97,25.0,78,2025-10-20,2025-10,Monday,kakao_pay,refunded,F,35.0,울산,2025-12-11,스포츠 상품 078,뷰 티,54000.0,2.0,54000.0,108000.0,True,True,True,True
240,97,25.0,77,2025-10-20,2025-10,Monday,kakao_pay,refunded,F,35.0,울산,2025-12-11,패션 상품 077,패션,111000.0,1.0,111000.0,111000.0,True,True,True,True
241,97,25.0,64,2025-10-20,2025-10,Monday,kakao_pay,refunded,F,35.0,울산,2025-12-11,뷰티 상품 064,뷰티,149000.0,5.0,149000.0,745000.0,True,True,True,True
242,97,25.0,95,2025-10-20,2025-10,Monday,kakao_pay,refunded,F,35.0,울산,2025-12-11,,,,3.0,82000.0,246000.0,True,False,True,False
243,98,29.0,75,2025-10-10,2025-10,Friday,naver_pay,completed,M,28.0,서울,2024-06-08,스포츠 상품 075,스포츠,183000.0,5.0,183000.0,915000.0,True,True,True,True
244,99,126.0,65,2026-03-26,2026-03,Thursday,kakao_pay,cancelled,F,53.0,고양,2025-12-03,식품 상품 065,식품,193000.0,3.0,193000.0,579000.0,True,True,True,True
245,100,85.0,100,2026-04-30,2026-04,Thursday,bank_transfer,completed,M,33.0,부산,2023-10-05,도서 상품 100,도서,34000.0,5.0,34000.0,170000.0,True,True,True,True
246,100,85.0,74,2026-04-30,2026-04,Thursday,bank_transfer,completed,M,33.0,부산,2023-10-05,전자기기 상품 074,전자기기,129000.0,4.0,129000.0,516000.0,True,True,True,True
247,100,85.0,50,2026-04-30,2026-04,Thursday,bank_transfer,completed,M,33.0,부산,2023-10-05,도서 상품 050,도서,103000.0,1.0,103000.0,103000.0,True,True,True,True
248,100,85.0,13,2026-04-30,2026-04,Thursday,bank_transfer,completed,M,33.0,부산,2023-10-05,스포츠 상품 013,스포츠,18000.0,3.0,18000.0,54000.0,True,True,True,True
249,101,55.0,15,2026-02-18,2026-02,Wednesday,bank_transfer,cancelled,M,61.0,부산,2024-11-20,패션 상품 015,패션,75000.0,3.0,75000.0,225000.0,True,True,True,True
250,101,55.0,41,2026-02-18,2026-02,Wednesday,bank_transfer,cancelled,M,61.0,부산,2024-11-20,식품 상품 041,식품,119000.0,2.0,119000.0,238000.0,True,True,True,True
251,101,55.0,54,2026-02-18,2026-02,Wednesday,bank_transfer,cancelled,M,61.0,부산,2024-11-20,전자기기 상품 054,전자기기,152000.0,4.0,152000.0,608000.0,True,True,True,True
252,102,9.0,25,2026-05-04,2026-05,Monday,kakao_pay,completed,M,65.0,울산,2025-01-13,생활용품 상품 025,생활용품,52000.0,3.0,52000.0,156000.0,True,True,True,True
253,103,32.0,20,2026-07-14,2026-07,Tuesday,bank_transfer,completed,F,25.0,성남,2026-01-31,도서 상품 020,도서,79000.0,4.0,79000.0,316000.0,True,True,True,True
254,103,32.0,80,2026-07-14,2026-07,Tuesday,bank_transfer,completed,F,25.0,성남,2026-01-31,패션 상품 080,패션,187000.0,3.0,187000.0,561000.0,True,True,True,True
255,103,32.0,60,2026-07-14,2026-07,Tuesday,bank_transfer,completed,F,25.0,성남,2026-01-31,뷰티 상품 060,뷰티,26000.0,5.0,26000.0,130000.0,True,True,True,True
256,104,15.0,58,2026-01-14,2026-01,Wednesday,bank_transfer,cancelled,M,61.0,광주,2025-05-18,식품 상품 058,식품,55000.0,2.0,55000.0,110000.0,True,True,True,True
257,104,15.0,63,2026-01-14,2026-01,Wednesday,bank_transfer,cancelled,M,61.0,광주,2025-05-18,스포츠 상품 063,스포츠,141000.0,5.0,141000.0,705000.0,True,True,True,True
258,105,92.0,66,2026-06-07,2026-06,Sunday,naver_pay,completed,F,25.0,광주,2025-01-04,생활용품 상품 066,생활용품,41000.0,5.0,41000.0,205000.0,True,True,True,True
259,105,92.0,83,2026-06-07,2026-06,Sunday,naver_pay,completed,F,25.0,광주,2025-01-04,도서 상품 083,도서,74000.0,2.0,74000.0,148000.0,True,True,True,True
260,105,92.0,9991,2026-06-07,2026-06,Sunday,naver_pay,completed,F,25.0,광주,2025-01-04,,,,1.0,76000.0,76000.0,True,False,True,False
261,105,92.0,4,2026-06-07,2026-06,Sunday,naver_pay,completed,F,25.0,광주,2025-01-04,패션 상품 004,패션,33000.0,3.0,33000.0,99000.0,True,True,True,True
262,106,119.0,58,2026-08-20,2026-08,Thursday,kakao_pay,cancelled,M,20.0,인천,2024-01-26,식품 상품 058,식품,55000.0,3.0,55000.0,165000.0,True,True,True,True
263,107,33.0,72,2025-07-24,2025-07,Thursday,card,completed,F,150.0,고양,2025-09-14,식품 상품 072,식품,195000.0,1.0,195000.0,195000.0,True,True,True,True
264,107,33.0,9,2025-07-24,2025-07,Thursday,card,completed,F,150.0,고양,2025-09-14,생활용품 상품 009,생활용품,75000.0,5.0,75000.0,375000.0,True,True,True,True
265,107,33.0,83,2025-07-24,2025-07,Thursday,card,completed,F,150.0,고양,2025-09-14,도서 상품 083,도서,74000.0,3.0,74000.0,222000.0,True,True,True,True
266,107,33.0,86,2025-07-24,2025-07,Thursday,card,completed,F,150.0,고양,2025-09-14,전자기기 상품 086,전자기기,145000.0,2.0,145000.0,290000.0,True,True,True,True
267,108,14.0,47,2026-08-06,2026-08,Thursday,kakao_pay,completed,F,45.0,대구,2024-01-22,뷰티 상품 047,뷰티,188000.0,2.0,188000.0,376000.0,True,True,True,True
268,108,14.0,67,2026-08-06,2026-08,Thursday,kakao_pay,completed,F,45.0,대구,2024-01-22,도서 상품 067,도서,145000.0,5.0,145000.0,725000.0,True,True,True,True
269,108,14.0,43,2026-08-06,2026-08,Thursday,kakao_pay,completed,F,45.0,대구,2024-01-22,식품 상품 043,식품,158000.0,5.0,158000.0,790000.0,True,True,True,True
270,109,92.0,97,2026-01-13,2026-01,Tuesday,kakao_pay,refunded,F,25.0,광주,2025-01-04,패션 상품 097,패션,187000.0,2.0,187000.0,374000.0,True,True,True,True
271,109,92.0,61,2026-01-13,2026-01,Tuesday,kakao_pay,refunded,F,25.0,광주,2025-01-04,패션 상품 061,패션,28000.0,2.0,28000.0,56000.0,True,True,True,True
272,109,92.0,94,2026-01-13,2026-01,Tuesday,kakao_pay,refunded,F,25.0,광주,2025-01-04,패션 상품 094,패션,85000.0,4.0,85000.0,340000.0,True,True,True,True
273,110,17.0,57,2025-08-21,2025-08,Thursday,kakao_pay,refunded,M,58.0,광주,2023-07-30,도서 상품 057,도서,96000.0,2.0,96000.0,192000.0,True,True,True,True
274,110,17.0,64,2025-08-21,2025-08,Thursday,kakao_pay,refunded,M,58.0,광주,2023-07-30,뷰티 상품 064,뷰티,149000.0,3.0,149000.0,447000.0,True,True,True,True
275,110,17.0,51,2025-08-21,2025-08,Thursday,kakao_pay,refunded,M,58.0,광주,2023-07-30,패션 상품 051,패션,183000.0,1.0,183000.0,183000.0,True,True,True,True
276,110,17.0,50,2025-08-21,2025-08,Thursday,kakao_pay,refunded,M,58.0,광주,2023-07-30,도서 상품 050,도서,103000.0,4.0,103000.0,412000.0,True,True,True,True
278,111,36.0,13,2026-01-29,2026-01,Thursday,naver_pay,completed,M,32.0,고양,2026-01-30,스포츠 상품 013,스포츠,18000.0,1.0,18000.0,18000.0,True,True,True,True
279,111,36.0,75,2026-01-29,2026-01,Thursday,naver_pay,completed,M,32.0,고양,2026-01-30,스포츠 상품 075,스포츠,183000.0,1.0,183000.0,183000.0,True,True,True,True
280,112,137.0,57,2025-11-27,2025-11,Thursday,naver_pay,refunded,F,33.0,서울,2026-02-06,도서 상품 057,도서,96000.0,4.0,96000.0,384000.0,True,True,True,True
281,112,137.0,6,2025-11-27,2025-11,Thursday,naver_pay,refunded,F,33.0,서울,2026-02-06,도서 상품 006,도서,134000.0,3.0,134000.0,402000.0,True,True,True,True
282,112,137.0,5,2025-11-27,2025-11,Thursday,naver_pay,refunded,F,33.0,서울,2026-02-06,스포츠 상품 005,스포츠,73000.0,3.0,73000.0,219000.0,True,True,True,True
283,113,117.0,97,2026-04-21,2026-04,Tuesday,bank_transfer,cancelled,M,21.0,인천,2023-09-08,패션 상품 097,패션,187000.0,2.0,187000.0,374000.0,True,True,True,True
284,113,117.0,31,2026-04-21,2026-04,Tuesday,bank_transfer,cancelled,M,21.0,인천,2023-09-08,패션 상품 031,패션,155000.0,4.0,155000.0,620000.0,True,True,True,True
285,114,140.0,30,2026-02-05,2026-02,Thursday,bank_transfer,refunded,M,68.0,광주,2025-09-04,도서 상품 030,도서,149000.0,1.0,149000.0,149000.0,True,True,True,True
286,114,140.0,39,2026-02-05,2026-02,Thursday,bank_transfer,refunded,M,68.0,광주,2025-09-04,뷰티 상품 039,뷰티,172000.0,1.0,172000.0,172000.0,True,True,True,True
287,115,120.0,62,2025-08-10,2025-08,Sunday,card,completed,F,41.0,부산,2024-04-15,전자기기 상품 062,전자기기,82000.0,4.0,82000.0,328000.0,True,True,True,True
288,116,97.0,54,2025-12-05,2025-12,Friday,kakao_pay,completed,F,41.0,부산,2024-12-26,전자기기 상품 054,전자기기,152000.0,4.0,152000.0,608000.0,True,True,True,True
289,117,145.0,45,2025-11-15,2025-11,Saturday,naver_pay,cancelled,M,32.0,서울,2025-02-15,전자기기 상품 045,전자기기,97000.0,5.0,97000.0,485000.0,True,True,True,True
290,117,145.0,28,2025-11-15,2025-11,Saturday,naver_pay,cancelled,M,32.0,서울,2025-02-15,생활용품 상품 028,생활용품,147000.0,3.0,147000.0,441000.0,True,True,True,True
291,117,145.0,47,2025-11-15,2025-11,Saturday,naver_pay,cancelled,M,32.0,서울,2025-02-15,뷰티 상품 047,뷰티,188000.0,5.0,188000.0,940000.0,True,True,True,True
292,118,67.0,16,2025-10-29,2025-10,Wednesday,kakao_pay,completed,F,21.0,울산,2026-05-06,뷰티 상품 016,뷰티,21000.0,2.0,21000.0,42000.0,True,True,True,True
293,118,67.0,42,2025-10-29,2025-10,Wednesday,kakao_pay,completed,F,21.0,울산,2026-05-06,뷰티 상품 042,뷰티,71000.0,1.0,71000.0,71000.0,True,True,True,True
294,119,22.0,36,2025-08-27,2025-08,Wednesday,card,refunded,F,28.0,부산,2024-06-28,뷰티 상품 036,뷰티,193000.0,5.0,193000.0,965000.0,True,True,True,True
295,119,22.0,59,2025-08-27,2025-08,Wednesday,card,refunded,F,28.0,부산,2024-06-28,스포츠 상품 059,스포츠,5000.0,5.0,5000.0,25000.0,True,True,True,True
296,119,22.0,72,2025-08-27,2025-08,Wednesday,card,refunded,F,28.0,부산,2024-06-28,식품 상품 072,식품,195000.0,4.0,195000.0,780000.0,True,True,True,True
297,119,22.0,9,2025-08-27,2025-08,Wednesday,card,refunded,F,28.0,부산,2024-06-28,생활용품 상품 009,생활용품,75000.0,2.0,75000.0,150000.0,True,True,True,True
298,120,26.0,86,2025-08-21,2025-08,Thursday,naver_pay,refunded,F,68.0,대구,2026-01-03,전자기기 상품 086,전자기기,145000.0,5.0,145000.0,725000.0,True,True,True,True
299,120,26.0,78,2025-08-21,2025-08,Thursday,naver_pay,refunded,F,68.0,대구,2026-01-03,스포츠 상품 078,뷰 티,54000.0,4.0,54000.0,216000.0,True,True,True,True
300,121,95.0,92,2026-08-03,2026-08,Monday,naver_pay,completed,M,49.0,인천,2023-10-20,식품 상품 092,식품,74000.0,4.0,74000.0,296000.0,True,True,True,True
301,121,95.0,93,2026-08-03,2026-08,Monday,naver_pay,completed,M,49.0,인천,2023-10-20,식품 상품 093,식품,121000.0,1.0,121000.0,121000.0,True,True,True,True
302,121,95.0,82,2026-08-03,2026-08,Monday,naver_pay,completed,M,49.0,인천,2023-10-20,패션 상품 082,패션,170000.0,4.0,170000.0,680000.0,True,True,True,True
303,122,86.0,98,2026-02-11,2026-02,Wednesday,card,refunded,F,22.0,부산,2023-12-24,패션 상품 098,패션,32000.0,4.0,32000.0,128000.0,True,True,True,True
304,123,138.0,46,2025-09-13,2025-09,Saturday,kakao_pay,refunded,F,58.0,서울,2023-12-02,생활용품 상품 046,생활용품,87000.0,5.0,87000.0,435000.0,True,True,True,True
305,123,138.0,84,2025-09-13,2025-09,Saturday,kakao_pay,refunded,F,58.0,서울,2023-12-02,식품 상품 084,식품,42000.0,1.0,42000.0,42000.0,True,True,True,True
