order_item_id,order_id,product_id,quantity,unit_price,line_total
709,280,51,5.0,183000.0,915000.0
710,280,51,3.0,183000.0,549000.0
711,280,42,1.0,71000.0,71000.0
712,281,9,4.0,75000.0,300000.0
713,281,86,3.0,145000.0,435000.0
714,281,59,5.0,5000.0,25000.0
715,281,21,4.0,11000.0,44000.0
716,282,9,3.0,75000.0,225000.0
717,283,26,1.0,79000.0,79000.0
718,283,60,4.0,26000.0,104000.0
719,283,15,4.0,75000.0,300000.0
720,284,76,3.0,56000.0,168000.0
721,285,20,4.0,79000.0,316000.0
722,285,9,1.0,75000.0,75000.0
723,285,36,4.0,193000.0,772000.0
724,286,83,3.0,74000.0,222000.0
725,286,15,4.0,75000.0,300000.0
726,286,5,2.0,73000.0,146000.0
727,287,99,1.0,187000.0,187000.0
728,287,58,5.0,55000.0,275000.0
729,287,88,5.0,176000.0,880000.0
730,287,87,4.0,93000.0,372000.0
731,288,8,2.0,18000.0,36000.0
732,288,34,4.0,110000.0,440000.0
733,288,29,1.0,31000.0,31000.0
734,288,61,1.0,28000.0,28000.0
735,289,93,4.0,121000.0,484000.0
736,290,97,1.0,187000.0,187000.0
737,290,56,4.0,124000.0,496000.0
738,290,96,50.0,96000.0,4800000.0
739,291,82,2.0,170000.0,340000.0
740,291,45,4.0,97000.0,388000.0
741,291,84,5.0,42000.0,210000.0
742,291,8,4.0,18000.0,72000.0
743,292,38,3.0,25000.0,75000.0
744,292,12,4.0,91000.0,364000.0
745,292,96,4.0,96000.0,384000.0
746,293,24,1.0,42000.0,42000.0
747,293,81,4.0,79000.0,316000.0
748,293,91,4.0,125000.0,500000.0
749,294,26,1.0,79000.0,79000.0
750,294,54,2.0,152000.0,304000.0
751,295,31,100.0,155000.0,15500000.0
752,296,30,2.0,149000.0,298000.0
753,296,54,1.0,152000.0,152000.0
754,296,13,5.0,18000.0,90000.0
755,297,81,2.0,79000.0,158000.0
756,297,92,3.0,74000.0,222000.0
757,298,12,4.0,91000.0,364000.0
758,299,14,5.0,17000.0,85000.0
759,299,54,4.0,152000.0,608000.0
760,299,30,1.0,149000.0,149000.0
761,299,50,4.0,103000.0,412000.0
762,300,88,1.0,176000.0,176000.0
763,300,42,3.0,71000.0,213000.0
